id,solver,instance,n_items,n_classes,type,objective,type1_bins,type2_bins,type3_bins,type4_bins,bins_total,time_seconds,average_fill_rate,min_fill_rate,max_fill_rate,time_to_best_seconds,iterations
1,alns_300s,set2_1class/Q1C1N3B1W1_0_BPP,200,1,1,10200.0,102,0,0,0,102,300.0,0.98,0.46,1.0,0.06,73193
1,alns_3600s,set2_1class/Q1C1N3B1W1_0_BPP,200,1,1,10200.0,102,0,0,0,102,3600.01,0.98,0.46,1.0,0.07,660933
1,alns_300s,set2_1class/Q1C1N3B1W1_1_BPP,200,1,1,10800.0,108,0,0,0,108,300.0,0.97,0.66,1.0,0.16,70000
1,alns_3600s,set2_1class/Q1C1N3B1W1_1_BPP,200,1,1,10800.0,108,0,0,0,108,3600.01,0.97,0.66,1.0,0.18,644080
1,alns_300s,set2_1class/Q1C1N3B1W1_2_BPP,200,1,1,10000.0,100,0,0,0,100,300.0,0.99,0.92,1.0,0.66,103729
1,alns_3600s,set2_1class/Q1C1N3B1W1_2_BPP,200,1,1,10000.0,100,0,0,0,100,3600.0,0.99,0.92,1.0,0.63,807173
1,alns_300s,set2_1class/Q1C1N3B1W1_3_BPP,200,1,1,11300.0,113,0,0,0,113,300.0,0.93,0.43,1.0,0.05,65373
1,alns_3600s,set2_1class/Q1C1N3B1W1_3_BPP,200,1,1,11300.0,113,0,0,0,113,3600.0,0.93,0.43,1.0,0.06,605893
1,alns_300s,set2_1class/Q1C1N3B1W1_4_BPP,200,1,1,10600.0,106,0,0,0,106,300.0,0.98,0.76,1.0,0.13,76302
1,alns_3600s,set2_1class/Q1C1N3B1W1_4_BPP,200,1,1,10600.0,106,0,0,0,106,3600.0,0.98,0.76,1.0,0.15,657690
1,alns_300s,set2_1class/Q1C1N3B1W1_5_BPP,200,1,1,9800.0,98,0,0,0,98,300.0,0.98,0.8,1.0,0.18,76141
1,alns_3600s,set2_1class/Q1C1N3B1W1_5_BPP,200,1,1,9800.0,98,0,0,0,98,3600.01,0.98,0.8,1.0,0.18,632218
1,alns_300s,set2_1class/Q1C1N3B1W1_6_BPP,200,1,1,10800.0,108,0,0,0,108,300.0,0.94,0.46,1.0,0.06,68645
1,alns_3600s,set2_1class/Q1C1N3B1W1_6_BPP,200,1,1,10800.0,108,0,0,0,108,3600.0,0.94,0.46,1.0,0.06,622451
1,alns_300s,set2_1class/Q1C1N3B1W1_7_BPP,200,1,1,10800.0,108,0,0,0,108,300.0,0.97,0.71,1.0,0.12,67287
1,alns_3600s,set2_1class/Q1C1N3B1W1_7_BPP,200,1,1,10800.0,108,0,0,0,108,3600.01,0.97,0.71,1.0,0.15,609709
1,alns_300s,set2_1class/Q1C1N3B1W1_8_BPP,200,1,1,10900.0,109,0,0,0,109,300.0,0.97,0.42,1.0,0.06,73515
1,alns_3600s,set2_1class/Q1C1N3B1W1_8_BPP,200,1,1,10900.0,109,0,0,0,109,3600.0,0.97,0.42,1.0,0.07,611619
1,alns_300s,set2_1class/Q1C1N3B1W1_9_BPP,200,1,1,11300.0,113,0,0,0,113,300.0,0.95,0.61,1.0,0.06,67615
1,alns_3600s,set2_1class/Q1C1N3B1W1_9_BPP,200,1,1,11300.0,113,0,0,0,113,3600.0,0.95,0.61,1.0,0.06,608853
1,alns_300s,set2_1class/Q1C1N3B2W1_0_BPP,200,1,1,9800.0,98,0,0,0,98,300.0,0.99,0.72,1.0,0.17,83344
1,alns_3600s,set2_1class/Q1C1N3B2W1_0_BPP,200,1,1,9800.0,98,0,0,0,98,3600.01,0.99,0.72,1.0,0.2,690196
1,alns_300s,set2_1class/Q1C1N3B2W1_1_BPP,200,1,1,10200.0,102,0,0,0,102,300.0,0.99,0.84,1.0,0.23,71637
1,alns_3600s,set2_1class/Q1C1N3B2W1_1_BPP,200,1,1,10200.0,102,0,0,0,102,3600.0,0.99,0.84,1.0,0.24,653855
1,alns_300s,set2_1class/Q1C1N3B2W1_2_BPP,200,1,1,10500.0,105,0,0,0,105,300.0,0.96,0.63,1.0,0.06,73889
1,alns_3600s,set2_1class/Q1C1N3B2W1_2_BPP,200,1,1,10500.0,105,0,0,0,105,3600.0,0.96,0.63,1.0,0.07,623981
1,alns_300s,set2_1class/Q1C1N3B2W1_3_BPP,200,1,1,10800.0,108,0,0,0,108,300.0,0.96,0.52,1.0,0.06,65215
1,alns_3600s,set2_1class/Q1C1N3B2W1_3_BPP,200,1,1,10800.0,108,0,0,0,108,3600.01,0.96,0.52,1.0,0.06,616550
1,alns_300s,set2_1class/Q1C1N3B2W1_4_BPP,200,1,1,9400.0,94,0,0,0,94,300.0,0.99,0.78,1.0,0.61,84349
1,alns_3600s,set2_1class/Q1C1N3B2W1_4_BPP,200,1,1,9400.0,94,0,0,0,94,3600.01,0.99,0.78,1.0,0.66,702334
1,alns_300s,set2_1class/Q1C1N3B2W1_5_BPP,200,1,1,10500.0,105,0,0,0,105,300.0,0.97,0.29,1.0,0.06,66371
1,alns_3600s,set2_1class/Q1C1N3B2W1_5_BPP,200,1,1,10500.0,105,0,0,0,105,3600.01,0.97,0.29,1.0,0.08,615382
1,alns_300s,set2_1class/Q1C1N3B2W1_6_BPP,200,1,1,10800.0,108,0,0,0,108,300.0,0.97,0.71,1.0,0.18,67249
1,alns_3600s,set2_1class/Q1C1N3B2W1_6_BPP,200,1,1,10800.0,108,0,0,0,108,3600.01,0.97,0.71,1.0,0.16,621747
1,alns_300s,set2_1class/Q1C1N3B2W1_7_BPP,200,1,1,10000.0,100,0,0,0,100,300.0,0.97,0.31,1.0,0.07,77649
