id,solver,instance,n_items,n_classes,type,objective,solver_wall_time,best_bound,opt_gap,termination_reason,columns,iterations,iterations_heuristic,iterations_exact,frac_iter_heuristic,frac_iter_exact,time_master,time_sub,time_sub_heuristic,time_sub_exact,frac_time_master,frac_time_sub,frac_time_sub_heuristic,frac_time_sub_exact
1,colgen,set3_t1_corr/I250_C3_1,250,3,1,3503.76,550.83,3503.76,0.0,OPTIMAL,2870,347,329,18,0.95,0.05,8.48,541.15,22.63,518.53,0.02,0.98,0.04,0.94
1,colgen,set3_t1_corr/I250_C3_10,250,3,1,3391.38,75.39,3391.38,0.0,OPTIMAL,2219,238,223,15,0.94,0.06,4.94,69.63,15.34,54.3,0.07,0.92,0.2,0.72
1,colgen,set3_t1_corr/I250_C3_2,250,3,1,3895.44,39.88,3895.44,0.0,OPTIMAL,2174,261,249,12,0.95,0.05,4.01,34.98,12.21,22.77,0.1,0.88,0.31,0.57
1,colgen,set3_t1_corr/I250_C3_3,250,3,1,3095.87,1011.69,3095.87,0.0,OPTIMAL,2865,295,279,16,0.95,0.05,9.07,1001.51,21.8,979.71,0.01,0.99,0.02,0.97
1,colgen,set3_t1_corr/I250_C3_4,250,3,1,3044.57,249.82,3044.57,0.0,OPTIMAL,2479,322,304,18,0.94,0.06,7.99,240.76,20.73,220.03,0.03,0.96,0.08,0.88
1,colgen,set3_t1_corr/I250_C3_5,250,3,1,3206.84,1147.44,3206.84,0.0,OPTIMAL,2867,352,332,20,0.94,0.06,9.64,1136.41,26.01,1110.4,0.01,0.99,0.02,0.97
1,colgen,set3_t1_corr/I250_C3_6,250,3,1,2715.32,41341.79,2715.32,0.0,OPTIMAL,3402,370,350,20,0.95,0.05,17.32,41323.13,43.58,41279.55,0.0,1.0,0.0,1.0
1,colgen,set3_t1_corr/I250_C3_7,250,3,1,4120.02,47.11,4120.02,0.0,OPTIMAL,2247,264,247,17,0.94,0.06,4.19,41.88,13.38,28.51,0.09,0.89,0.28,0.61
1,colgen,set3_t1_corr/I250_C3_8,250,3,1,2820.88,2896.84,2820.88,0.0,OPTIMAL,2999,357,339,18,0.95,0.05,12.62,2882.8,35.71,2847.1,0.0,1.0,0.01,0.98
1,colgen,set3_t1_corr/I250_C3_9,250,3,1,2515.88,61430.6,2515.88,0.0,OPTIMAL,3614,392,366,26,0.93,0.07,20.21,61408.89,59.0,61349.9,0.0,1.0,0.0,1.0
1,colgen,set3_t1_noncorr/I250_C3_1,250,3,1,3540.9,101.95,3540.9,0.0,OPTIMAL,2419,311,294,17,0.95,0.05,6.01,94.78,17.55,77.23,0.06,0.93,0.17,0.76
1,colgen,set3_t1_noncorr/I250_C3_10,250,3,1,3385.09,275.16,3385.09,0.0,OPTIMAL,2615,267,254,13,0.95,0.05,6.9,267.24,17.1,250.15,0.03,0.97,0.06,0.91
1,colgen,set3_t1_noncorr/I250_C3_2,250,3,1,3247.43,446.35,3247.43,0.0,OPTIMAL,2550,295,277,18,0.94,0.06,7.79,437.47,20.08,417.38,0.02,0.98,0.04,0.94
1,colgen,set3_t1_noncorr/I250_C3_3,250,3,1,3170.2,1031.82,3170.2,0.0,OPTIMAL,2828,319,301,18,0.94,0.06,9.26,1021.39,24.47,996.91,0.01,0.99,0.02,0.97
1,colgen,set3_t1_noncorr/I250_C3_4,250,3,1,3084.72,1881.48,3084.72,0.0,OPTIMAL,3079,353,333,20,0.94,0.06,10.73,1869.42,26.64,1842.77,0.01,0.99,0.01,0.98
1,colgen,set3_t1_noncorr/I250_C3_5,250,3,1,3183.1,1242.17,3183.1,0.0,OPTIMAL,2997,328,310,18,0.95,0.05,9.55,1231.28,24.67,1206.62,0.01,0.99,0.02,0.97
1,colgen,set3_t1_noncorr/I250_C3_6,250,3,1,3586.62,99.25,3586.62,0.0,OPTIMAL,2476,306,288,18,0.94,0.06,6.15,92.01,16.6,75.41,0.06,0.93,0.17,0.76
1,colgen,set3_t1_noncorr/I250_C3_7,250,3,1,3012.08,1559.02,3012.08,0.0,OPTIMAL,3050,351,327,24,0.93,0.07,11.52,1546.15,31.0,1515.15,0.01,0.99,0.02,0.97
1,colgen,set3_t1_noncorr/I250_C3_8,250,3,1,3395.44,40.38,3395.44,0.0,OPTIMAL,1685,189,172,17,0.91,0.09,3.06,36.51,11.79,24.72,0.08,0.9,0.29,0.61
1,colgen,set3_t1_noncorr/I250_C3_9,250,3,1,3407.56,313.65,3407.56,0.0,OPTIMAL,2663,307,291,16,0.95,0.05,7.1,305.55,18.83,286.72,0.02,0.97,0.06,0.91
1,colgen,set3_t1_corr/I250_C4_1,250,4,1,3832.1,400.75,3832.1,0.0,OPTIMAL,2972,344,328,16,0.95,0.05,7.75,391.78,20.8,370.98,0.02,0.98,0.05,0.93
1,colgen,set3_t1_corr/I250_C4_10,250,4,1,4182.4,37.41,4182.4,0.0,OPTIMAL,2084,241,225,16,0.93,0.07,3.86,32.68,12.62,20.07,0.1,0.87,0.34,0.54
1,colgen,set3_t1_corr/I250_C4_2,250,4,1,5222.42,16.41,5222.42,0.0,OPTIMAL,1806,202,192,10,0.95,0.05,2.26,13.42,8.59,4.83,0.14,0.82,0.52,0.29
1,colgen,set3_t1_corr/I250_C4_3,250,4,1,3595.28,769.01,3595.28,0.0,OPTIMAL,2814,306,289,17,0.94,0.06,8.2,759.6,20.37,739.23,0.01,0.99,0.03,0.96
1,colgen,set3_t1_corr/I250_C4_4,250,4,1,4361.91,32.77,4361.91,0.0,OPTIMAL,2093,252,237,15,0.94,0.06,3.68,28.19,12.48,15.71,0.11,0.86,0.38,0.48
1,colgen,set3_t1_corr/I250_C4_5,250,4,1,3655.48,516.87,3655.48,0.0,OPTIMAL,2994,357,343,14,0.96,0.04,8.28,507.38,20.4,486.98,0.02,0.98,0.04,0.94
1,colgen,set3_t1_corr/I250_C4_6,250,4,1,3765.39,489.97,3765.39,0.0,OPTIMAL,2958,335,318,17,0.95,0.05,7.88,480.97,20.14,460.83,0.02,0.98,0.04,0.94
1,colgen,set3_t1_corr/I250_C4_7,250,4,1,5426.24,17.68,5426.24,0.0,OPTIMAL,1907,203,190,13,0.94,0.06,2.25,14.58,8.86,5.71,0.13,0.82,0.5,0.32
1,colgen,set3_t1_corr/I250_C4_8,250,4,1,3729.65,192.87,3729.65,0.0,OPTIMAL,2511,289,273,16,0.94,0.06,6.29,185.44,18.27,167.17,0.03,0.96,0.09,0.87
1,colgen,set3_t1_corr/I250_C4_9,250,4,1,3617.49,733.64,3617.49,0.0,OPTIMAL,2923,343,324,19,0.94,0.06,8.91,723.45,22.18,701.27,0.01,0.99,0.03,0.96
1,colgen,set3_t1_noncorr/I250_C4_1,250,4,1,4279.4,48.41,4279.4,0.0,OPTIMAL,2391,270,257,13,0.95,0.05,4.56,42.91,13.69,29.22,0.09,0.89,0.28,0.6
1,colgen,set3_t1_noncorr/I250_C4_10,250,4,1,4094.21,73.52,4094.21,0.0,OPTIMAL,2418,268,255,13,0.95,0.05,5.05,67.5,14.92,52.59,0.07,0.92,0.2,0.72
1,colgen,set3_t1_noncorr/I250_C4_2,250,4,1,3961.83,185.66,3961.83,0.0,OPTIMAL,2760,318,299,19,0.94,0.06,6.9,177.65,21.2,156.45,0.04,0.96,0.11,0.84
1,colgen,set3_t1_noncorr/I250_C4_3,250,4,1,3832.05,258.51,3832.05,0.0,OPTIMAL,2700,326,311,15,0.95,0.05,7.05,250.43,19.32,231.11,0.03,0.97,0.07,0.89
1,colgen,set3_t1_noncorr/I250_C4_4,250,4,1,3721.01,406.21,3721.01,0.0,OPTIMAL,2906,320,303,17,0.95,0.05,7.91,397.14,20.04,377.1,0.02,0.98,0.05,0.93
1,colgen,set3_t1_noncorr/I250_C4_5,250,4,1,3854.99,336.65,3854.99,0.0,OPTIMAL,2867,333,316,17,0.95,0.05,7.45,327.99,21.75,306.24,0.02,0.97,0.06,0.91
1,colgen,set3_t1_noncorr/I250_C4_6,250,4,1,3993.81,88.72,3993.81,0.0,OPTIMAL,2399,295,279,16,0.95,0.05,5.33,82.49,15.72,66.77,0.06,0.93,0.18,0.75
1,colgen,set3_t1_noncorr/I250_C4_7,250,4,1,3485.23,1405.68,3485.23,0.0,OPTIMAL,2839,336,313,23,0.93,0.07,9.08,1395.34,27.82,1367.53,0.01,0.99,0.02,0.97
1,colgen,set3_t1_noncorr/I250_C4_8,250,4,1,4052.05,37.75,4052.05,0.0,OPTIMAL,2125,251,237,14,0.94,0.06,4.19,32.66,13.07,19.59,0.11,0.87,0.35,0.52
1,colgen,set3_t1_noncorr/I250_C4_9,250,4,1,4077.2,148.46,4077.2,0.0,OPTIMAL,2696,308,292,16,0.95,0.05,6.19,141.19,16.8,124.38,0.04,0.95,0.11,0.84
1,colgen,set3_t1_corr/I250_C5_1,250,5,1,4905.08,44.17,4905.08,0.0,OPTIMAL,2357,313,293,20,0.94,0.06,3.99,39.2,14.64,24.56,0.09,0.89,0.33,0.56
1,colgen,set3_t1_corr/I250_C5_10,250,5,1,5862.76,16.79,5862.76,0.0,OPTIMAL,1891,203,191,12,0.94,0.06,2.14,13.79,9.19,4.6,0.13,0.82,0.55,0.27
1,colgen,set3_t1_corr/I250_C5_2,250,5,1,6417.59,13.19,6417.59,0.0,OPTIMAL,1684,192,182,10,0.95,0.05,1.5,11.03,7.94,3.09,0.11,0.84,0.6,0.23
1,colgen,set3_t1_corr/I250_C5_3,250,5,1,3963.14,748.5,3963.14,0.0,OPTIMAL,2980,351,331,20,0.94,0.06,7.67,739.67,23.52,716.15,0.01,0.99,0.03,0.96
1,colgen,set3_t1_corr/I250_C5_4,250,5,1,5671.37,15.31,5671.37,0.0,OPTIMAL,1890,203,194,9,0.96,0.04,2.1,12.23,8.69,3.54,0.14,0.8,0.57,0.23
1,colgen,set3_t1_corr/I250_C5_5,250,5,1,3999.97,780.57,3999.97,0.0,OPTIMAL,3103,394,371,23,0.94,0.06,9.39,769.97,25.62,744.35,0.01,0.99,0.03,0.95
1,colgen,set3_t1_corr/I250_C5_6,250,5,1,4717.21,45.11,4717.21,0.0,OPTIMAL,2426,292,279,13,0.96,0.04,4.37,39.71,13.87,25.84,0.1,0.88,0.31,0.57
1,colgen,set3_t1_corr/I250_C5_7,250,5,1,7188.98,12.7,7188.98,0.0,OPTIMAL,1728,175,164,11,0.94,0.06,1.6,10.36,7.34,3.02,0.13,0.82,0.58,0.24
1,colgen,set3_t1_corr/I250_C5_8,250,5,1,4116.41,187.49,4116.41,0.0,OPTIMAL,2589,328,310,18,0.95,0.05,6.15,180.25,19.53,160.72,0.03,0.96,0.1,0.86
1,colgen,set3_t1_corr/I250_C5_9,250,5,1,4722.81,42.81,4722.81,0.0,OPTIMAL,2359,269,253,16,0.94,0.06,3.97,37.92,13.54,24.38,0.09,0.89,0.32,0.57
1,colgen,set3_t1_noncorr/I250_C5_1,250,5,1,4987.27,55.46,4987.27,0.0,OPTIMAL,2265,296,275,21,0.93,0.07,3.81,50.58,14.74,35.85,0.07,0.91,0.27,0.65
1,colgen,set3_t1_noncorr/I250_C5_10,250,5,1,4700.44,64.81,4700.44,0.0,OPTIMAL,2546,291,273,18,0.94,0.06,4.57,58.98,15.39,43.6,0.07,0.91,0.24,0.67
1,colgen,set3_t1_noncorr/I250_C5_2,250,5,1,4575.45,101.36,4575.45,0.0,OPTIMAL,2646,305,290,15,0.95,0.05,5.54,94.83,17.3,77.53,0.05,0.94,0.17,0.76
1,colgen,set3_t1_noncorr/I250_C5_3,250,5,1,4478.7,164.6,4478.7,0.0,OPTIMAL,2734,336,315,21,0.94,0.06,6.1,157.45,18.22,139.22,0.04,0.96,0.11,0.85
1,colgen,set3_t1_noncorr/I250_C5_4,250,5,1,4119.15,393.42,4119.15,0.0,OPTIMAL,2979,370,352,18,0.95,0.05,7.86,384.21,22.52,361.69,0.02,0.98,0.06,0.92
1,colgen,set3_t1_noncorr/I250_C5_5,250,5,1,4421.87,155.95,4421.87,0.0,OPTIMAL,2741,333,315,18,0.95,0.05,5.96,148.92,18.71,130.22,0.04,0.95,0.12,0.84
1,colgen,set3_t1_noncorr/I250_C5_6,250,5,1,4771.99,50.07,4771.99,0.0,OPTIMAL,2394,296,281,15,0.95,0.05,4.21,44.92,14.21,30.71,0.08,0.9,0.28,0.61
1,colgen,set3_t1_noncorr/I250_C5_7,250,5,1,4082.89,192.4,4082.89,0.0,OPTIMAL,2750,346,328,18,0.95,0.05,6.89,184.45,21.41,163.04,0.04,0.96,0.11,0.85
1,colgen,set3_t1_noncorr/I250_C5_8,250,5,1,4666.63,35.54,4666.63,0.0,OPTIMAL,2123,235,221,14,0.94,0.06,3.59,31.13,12.54,18.59,0.1,0.88,0.35,0.52
1,colgen,set3_t1_noncorr/I250_C5_9,250,5,1,4659.36,110.09,4659.36,0.0,OPTIMAL,2561,303,285,18,0.94,0.06,4.92,104.15,15.96,88.19,0.04,0.95,0.14,0.8
1,colgen,set3_t1_corr/I500_C3_1,500,3,1,5905.08,131605.26,5577.75,0.06,TIMELIMIT,6245,555,551,4,0.99,0.01,106.63,131495.34,73.65,131421.69,0.0,1.0,0.0,1.0
1,colgen,set3_t1_corr/I500_C3_10,500,3,1,10675.8,95.19,10675.8,0.0,OPTIMAL,3498,389,369,20,0.95,0.05,15.24,78.22,29.21,49.01,0.16,0.82,0.31,0.51
1,colgen,set3_t1_corr/I500_C3_2,500,3,1,8473.45,295.52,8473.45,0.0,OPTIMAL,4613,570,551,19,0.97,0.03,36.47,256.51,48.56,207.95,0.12,0.87,0.16,0.7
1,colgen,set3_t1_corr/I500_C3_3,500,3,1,8667.18,328.73,8667.18,0.0,OPTIMAL,4382,556,534,22,0.96,0.04,33.91,292.43,47.03,245.4,0.1,0.89,0.14,0.75
1,colgen,set3_t1_corr/I500_C3_4,500,3,1,7204.05,1387.38,7204.05,0.0,OPTIMAL,5076,613,589,24,0.96,0.04,58.55,1326.23,62.22,1264.01,0.04,0.96,0.04,0.91
1,colgen,set3_t1_corr/I500_C3_5,500,3,1,6304.98,38467.51,6304.98,0.0,OPTIMAL,6106,705,676,29,0.96,0.04,98.13,38365.9,112.67,38253.23,0.0,1.0,0.0,0.99
1,colgen,set3_t1_corr/I500_C3_6,500,3,1,10930.35,84.28,10930.35,0.0,OPTIMAL,3617,382,366,16,0.96,0.04,16.78,65.8,27.87,37.94,0.2,0.78,0.33,0.45
1,colgen,set3_t1_corr/I500_C3_7,500,3,1,8856.04,261.83,8856.04,0.0,OPTIMAL,4479,541,520,21,0.96,0.04,32.9,226.6,43.63,182.97,0.13,0.87,0.17,0.7
1,colgen,set3_t1_corr/I500_C3_8,500,3,1,9134.71,249.13,9134.71,0.0,OPTIMAL,4552,545,519,26,0.95,0.05,31.12,215.63,44.72,170.91,0.12,0.87,0.18,0.69
1,colgen,set3_t1_corr/I500_C3_9,500,3,1,7700.37,6626.29,7700.37,0.0,OPTIMAL,6025,746,717,29,0.96,0.04,66.98,6556.22,82.66,6473.56,0.01,0.99,0.01,0.98
1,colgen,set3_t1_noncorr/I500_C3_1,500,3,1,7436.71,3546.08,7436.71,0.0,OPTIMAL,5373,642,619,23,0.96,0.04,61.31,3482.06,61.38,3420.69,0.02,0.98,0.02,0.96
1,colgen,set3_t1_noncorr/I500_C3_10,500,3,1,7410.52,4757.38,7410.52,0.0,OPTIMAL,5393,636,606,30,0.95,0.05,63.17,4691.29,67.86,4623.44,0.01,0.99,0.01,0.97
1,colgen,set3_t1_noncorr/I500_C3_2,500,3,1,7162.74,24962.24,7162.74,0.0,OPTIMAL,6220,768,738,30,0.96,0.04,83.6,24875.24,99.86,24775.38,0.0,1.0,0.0,0.99
1,colgen,set3_t1_noncorr/I500_C3_3,500,3,1,7216.61,23738.42,7216.61,0.0,OPTIMAL,6114,730,700,30,0.96,0.04,83.5,23651.67,99.77,23551.9,0.0,1.0,0.0,0.99
1,colgen,set3_t1_noncorr/I500_C3_4,500,3,1,7241.08,28982.98,7241.08,0.0,OPTIMAL,6183,786,754,32,0.96,0.04,86.18,28893.64,110.58,28783.06,0.0,1.0,0.0,0.99
1,colgen,set3_t1_noncorr/I500_C3_5,500,3,1,7019.58,26367.15,7019.58,0.0,OPTIMAL,6219,728,702,26,0.96,0.04,85.58,26278.37,105.41,26172.96,0.0,1.0,0.0,0.99
1,colgen,set3_t1_noncorr/I500_C3_6,500,3,1,7266.25,4176.54,7266.25,0.0,OPTIMAL,5519,692,666,26,0.96,0.04,67.49,4106.17,72.12,4034.05,0.02,0.98,0.02,0.97
1,colgen,set3_t1_noncorr/I500_C3_7,500,3,1,7108.2,3250.34,7108.2,0.0,OPTIMAL,5141,604,575,29,0.95,0.05,63.18,3184.36,78.76,3105.6,0.02,0.98,0.02,0.96
1,colgen,set3_t1_noncorr/I500_C3_8,500,3,1,6278.23,95003.03,6199.83,0.01,TIMELIMIT,6547,707,692,15,0.98,0.02,109.87,94889.41,125.05,94764.36,0.0,1.0,0.0,1.0
1,colgen,set3_t1_noncorr/I500_C3_9,500,3,1,7582.35,3336.07,7582.35,0.0,OPTIMAL,5496,644,620,24,0.96,0.04,62.68,3270.4,65.73,3204.66,0.02,0.98,0.02,0.96
1,colgen,set3_t1_corr/I500_C4_1,500,4,1,7442.4,35937.42,7442.4,0.0,OPTIMAL,6467,759,731,28,0.96,0.04,86.61,35847.36,98.7,35748.65,0.0,1.0,0.0,0.99
1,colgen,set3_t1_corr/I500_C4_10,500,4,1,15395.79,36.34,15395.79,0.0,OPTIMAL,2817,209,202,7,0.97,0.03,6.83,28.3,17.08,11.22,0.19,0.78,0.47,0.31
1,colgen,set3_t1_corr/I500_C4_2,500,4,1,11972.75,100.89,11972.75,0.0,OPTIMAL,3830,417,396,21,0.95,0.05,16.5,82.62,32.02,50.6,0.16,0.82,0.32,0.5
1,colgen,set3_t1_corr/I500_C4_3,500,4,1,9753.54,385.09,9753.54,0.0,OPTIMAL,4722,614,587,27,0.96,0.04,33.85,348.79,48.77,300.03,0.09,0.91,0.13,0.78
1,colgen,set3_t1_corr/I500_C4_4,500,4,1,8405.48,1358.37,8405.48,0.0,OPTIMAL,5324,646,617,29,0.96,0.04,53.63,1301.74,59.51,1242.24,0.04,0.96,0.04,0.91
1,colgen,set3_t1_corr/I500_C4_5,500,4,1,9162.25,523.06,9162.25,0.0,OPTIMAL,4959,630,602,28,0.96,0.04,40.52,479.91,53.81,426.1,0.08,0.92,0.1,0.81
1,colgen,set3_t1_corr/I500_C4_6,500,4,1,11410.11,108.08,11410.11,0.0,OPTIMAL,3944,429,408,21,0.95,0.05,18.43,87.62,32.55,55.08,0.17,0.81,0.3,0.51
1,colgen,set3_t1_corr/I500_C4_7,500,4,1,11473.62,108.94,11473.62,0.0,OPTIMAL,3853,455,434,21,0.95,0.05,17.99,89.1,33.95,55.15,0.17,0.82,0.31,0.51
1,colgen,set3_t1_corr/I500_C4_8,500,4,1,9867.82,249.98,9867.82,0.0,OPTIMAL,4759,551,527,24,0.96,0.04,32.49,215.12,47.92,167.2,0.13,0.86,0.19,0.67
1,colgen,set3_t1_corr/I500_C4_9,500,4,1,8565.93,7639.63,8565.93,0.0,OPTIMAL,6166,798,758,40,0.95,0.05,63.1,7573.23,87.86,7485.37,0.01,0.99,0.01,0.98
1,colgen,set3_t1_noncorr/I500_C4_1,500,4,1,8673.07,4448.65,8673.07,0.0,OPTIMAL,5787,764,729,35,0.95,0.05,58.08,4387.38,71.04,4316.34,0.01,0.99,0.02,0.97
1,colgen,set3_t1_noncorr/I500_C4_10,500,4,1,8546.18,3869.55,8546.18,0.0,OPTIMAL,5878,708,681,27,0.96,0.04,59.96,3806.14,67.15,3738.99,0.02,0.98,0.02,0.97
1,colgen,set3_t1_noncorr/I500_C4_2,500,4,1,8794.65,9546.73,8794.65,0.0,OPTIMAL,5839,734,703,31,0.96,0.04,63.48,9480.17,71.58,9408.59,0.01,0.99,0.01,0.99
1,colgen,set3_t1_noncorr/I500_C4_3,500,4,1,8591.3,10347.56,8591.3,0.0,OPTIMAL,6195,766,734,32,0.96,0.04,64.06,10280.16,79.56,10200.6,0.01,0.99,0.01,0.99
1,colgen,set3_t1_noncorr/I500_C4_4,500,4,1,8211.24,22782.04,8211.24,0.0,OPTIMAL,6296,789,760,29,0.96,0.04,73.3,22705.36,97.89,22607.47,0.0,1.0,0.0,0.99
1,colgen,set3_t1_noncorr/I500_C4_5,500,4,1,9487.48,2156.67,9487.48,0.0,OPTIMAL,5484,663,612,51,0.92,0.08,44.97,2108.52,53.15,2055.38,0.02,0.98,0.02,0.95
1,colgen,set3_t1_noncorr/I500_C4_6,500,4,1,9121.38,1925.37,9121.38,0.0,OPTIMAL,5528,695,663,32,0.95,0.05,47.49,1874.8,57.76,1817.04,0.02,0.97,0.03,0.94
1,colgen,set3_t1_noncorr/I500_C4_7,500,4,1,10144.52,373.19,10144.52,0.0,OPTIMAL,4595,510,484,26,0.95,0.05,30.33,340.55,43.58,296.97,0.08,0.91,0.12,0.8
1,colgen,set3_t1_noncorr/I500_C4_8,500,4,1,7848.07,31778.2,7848.07,0.0,OPTIMAL,6479,800,767,33,0.96,0.04,81.68,31693.1,92.92,31600.17,0.0,1.0,0.0,0.99
1,colgen,set3_t1_noncorr/I500_C4_9,500,4,1,10348.25,312.22,10348.25,0.0,OPTIMAL,4799,582,552,30,0.95,0.05,31.27,278.28,46.53,231.75,0.1,0.89,0.15,0.74
1,colgen,set3_t1_corr/I500_C5_1,500,5,1,8860.54,8247.51,8860.54,0.0,OPTIMAL,6389,888,856,32,0.96,0.04,68.31,8175.71,84.23,8091.48,0.01,0.99,0.01,0.98
1,colgen,set3_t1_corr/I500_C5_10,500,5,1,18615.33,71.19,18615.33,0.0,OPTIMAL,3139,272,243,29,0.89,0.11,3.9,65.82,21.72,44.11,0.05,0.92,0.31,0.62
1,colgen,set3_t1_corr/I500_C5_2,500,5,1,15666.67,33.36,15666.67,0.0,OPTIMAL,2835,200,195,5,0.97,0.03,6.54,25.47,17.16,8.31,0.2,0.76,0.51,0.25
1,colgen,set3_t1_corr/I500_C5_3,500,5,1,11445.15,85.1,11445.15,0.0,OPTIMAL,4032,426,421,5,0.99,0.01,24.84,58.44,30.73,27.71,0.29,0.69,0.36,0.33
1,colgen,set3_t1_corr/I500_C5_4,500,5,1,9343.33,340.87,9343.33,0.0,OPTIMAL,5085,563,556,7,0.99,0.01,43.2,295.12,44.45,250.67,0.13,0.87,0.13,0.74
1,colgen,set3_t1_corr/I500_C5_5,500,5,1,11893.0,55.33,11893.0,0.0,OPTIMAL,3695,381,377,4,0.99,0.01,16.58,37.16,27.71,9.45,0.3,0.67,0.5,0.17
1,colgen,set3_t1_corr/I500_C5_6,500,5,1,15666.67,26.8,15666.67,0.0,OPTIMAL,2849,192,190,2,0.99,0.01,6.01,19.58,16.24,3.34,0.22,0.73,0.61,0.12
1,colgen,set3_t1_corr/I500_C5_7,500,5,1,12087.16,51.16,12087.16,0.0,OPTIMAL,3592,356,353,3,0.99,0.01,15.24,34.19,26.63,7.56,0.3,0.67,0.52,0.15
1,colgen,set3_t1_corr/I500_C5_8,500,5,1,12865.2,94.21,12865.2,0.0,OPTIMAL,3851,409,387,22,0.95,0.05,14.27,78.0,29.43,48.57,0.15,0.83,0.31,0.52
1,colgen,set3_t1_corr/I500_C5_9,500,5,1,9470.0,577.8,9470.0,0.0,OPTIMAL,5109,473,470,3,0.99,0.01,39.43,535.68,39.14,496.54,0.07,0.93,0.07,0.86
1,colgen,set3_t1_noncorr/I500_C5_1,500,5,1,9560.0,369.36,9560.0,0.0,OPTIMAL,4537,346,343,3,0.99,0.01,33.54,333.52,32.62,300.9,0.09,0.9,0.09,0.81
1,colgen,set3_t1_noncorr/I500_C5_10,500,5,1,9540.0,737.67,9540.0,0.0,OPTIMAL,4826,397,391,6,0.98,0.02,37.1,698.02,36.43,661.59,0.05,0.95,0.05,0.9
1,colgen,set3_t1_noncorr/I500_C5_2,500,5,1,10004.11,7497.79,10004.11,0.0,OPTIMAL,6051,748,716,32,0.96,0.04,54.6,7439.8,85.5,7354.29,0.01,0.99,0.01,0.98
1,colgen,set3_t1_noncorr/I500_C5_3,500,5,1,9590.0,1807.46,9590.0,0.0,OPTIMAL,5010,422,416,6,0.99,0.01,41.98,1762.92,43.59,1719.33,0.02,0.98,0.02,0.95
1,colgen,set3_t1_noncorr/I500_C5_4,500,5,1,9475.0,2123.78,9475.0,0.0,OPTIMAL,5507,543,536,7,0.99,0.01,46.65,2074.41,50.77,2023.64,0.02,0.98,0.02,0.95
1,colgen,set3_t1_noncorr/I500_C5_5,500,5,1,11058.38,657.61,11058.38,0.0,OPTIMAL,4913,526,510,16,0.97,0.03,33.0,622.17,40.57,581.61,0.05,0.95,0.06,0.88
1,colgen,set3_t1_noncorr/I500_C5_6,500,5,1,9820.0,182.47,9820.0,0.0,OPTIMAL,4764,413,411,2,1.0,0.0,35.71,144.32,36.6,107.72,0.2,0.79,0.2,0.59
1,colgen,set3_t1_noncorr/I500_C5_7,500,5,1,10868.35,258.18,10868.35,0.0,OPTIMAL,4994,663,647,16,0.98,0.02,32.87,222.79,49.03,173.77,0.13,0.86,0.19,0.67
1,colgen,set3_t1_noncorr/I500_C5_8,500,5,1,9450.0,2074.65,9450.0,0.0,OPTIMAL,5188,455,448,7,0.98,0.02,42.07,2030.05,44.51,1985.53,0.02,0.98,0.02,0.96
1,colgen,set3_t1_noncorr/I500_C5_9,500,5,1,12494.68,130.88,12494.68,0.0,OPTIMAL,4170,475,451,24,0.95,0.05,19.3,109.55,40.02,69.53,0.15,0.84,0.31,0.53
1,colgen,set3_t1_corr/I1000_C3_1,1000,3,1,26277.32,561.49,26277.32,0.0,OPTIMAL,7325,775,752,23,0.97,0.03,97.31,458.42,97.74,360.67,0.17,0.82,0.17,0.64
1,colgen,set3_t1_corr/I1000_C3_10,1000,3,1,27866.65,353.03,27866.65,0.0,OPTIMAL,6622,565,549,16,0.97,0.03,74.3,273.51,74.08,199.43,0.21,0.77,0.21,0.56
1,colgen,set3_t1_corr/I1000_C3_2,1000,3,1,15966.48,90299.76,15766.09,0.01,TIMELIMIT,12593,1579,1544,35,0.98,0.02,642.41,89646.04,413.54,89232.49,0.01,0.99,0.0,0.99
1,colgen,set3_t1_corr/I1000_C3_3,1000,3,1,15492.44,90768.7,15457.3,0.0,TIMELIMIT,12486,1573,1537,36,0.98,0.02,673.45,90083.97,435.46,89648.51,0.01,0.99,0.0,0.99
1,colgen,set3_t1_corr/I1000_C3_4,1000,3,1,18428.43,2984.38,18428.43,0.0,OPTIMAL,9122,1141,1100,41,0.96,0.04,261.31,2714.7,215.3,2499.4,0.09,0.91,0.07,0.84
1,colgen,set3_t1_corr/I1000_C3_5,1000,3,1,20754.09,2472.43,20754.09,0.0,OPTIMAL,9589,1256,1194,62,0.95,0.05,242.9,2220.64,230.9,1989.74,0.1,0.9,0.09,0.8
1,colgen,set3_t1_corr/I1000_C3_6,1000,3,1,12950.25,158401.41,0.0,1.0,TIMELIMIT,12771,1106,1104,2,1.0,0.0,931.29,157458.72,234.81,157223.91,0.01,0.99,0.0,0.99
1,colgen,set3_t1_corr/I1000_C3_7,1000,3,1,21101.84,1056.42,21101.84,0.0,OPTIMAL,8978,1115,1086,29,0.97,0.03,214.76,834.35,197.41,636.94,0.2,0.79,0.19,0.6
1,colgen,set3_t1_corr/I1000_C3_8,1000,3,1,18052.33,13878.61,18052.33,0.0,OPTIMAL,10863,1440,1396,44,0.97,0.03,399.46,13469.31,358.75,13110.57,0.03,0.97,0.03,0.94
1,colgen,set3_t1_corr/I1000_C3_9,1000,3,1,19558.08,1888.67,19558.08,0.0,OPTIMAL,9063,1080,1048,32,0.97,0.03,235.02,1645.27,222.36,1422.91,0.12,0.87,0.12,0.75
